player,team,position,season,games_played,cap_hit,projected_cap_hit
Martin Marincin,TOR,D,2019-20,26,700000,1281591.38
Zemgus Girgensons,BUF,F,2019-20,69,1600000,1272990.75
Mark Pysyk,FLA,D,2019-20,57,2733333,1268866.88
Joakim Ryan,L.A,D,2019-20,35,725000,1267472.62
Trevor Moore,L.A,F,2019-20,42,775000,1260069
Colton Sceviour,FLA,F,2019-20,68,1200000,1245338.12
Markus Granlund,EDM,F,2019-20,34,1300000,1231206.75
Jan Rutta,T.B,D,2019-20,33,1300000,1227167.5
Luke Schenn,T.B,D,2019-20,25,700000,1227004.25
Brendan Perlini,DET,F,2019-20,40,874125,1207628.75
Garnet Hathaway,WSH,F,2019-20,66,1500000,1200035.12
Tim Schaller,L.A,F,2019-20,53,1900000,1197509.12
Adam Erne,DET,F,2019-20,56,1050000,1160827.38
Greg McKegg,NYR,F,2019-20,53,750000,1157124.88
Mackenzie MacEachern,STL,F,2019-20,51,750000,1156539.88
Tomas Nosek,VGK,F,2019-20,67,1000000,1125900.12
Andrei Svechnikov,CAR,F,2019-20,68,925000,1097085
Jujhar Khaira,EDM,F,2019-20,64,1200000,1036515.75
Tyler Motte,VAN,F,2019-20,34,975000,1036403.81
Kevin Rooney,N.J,F,2019-20,49,700000,958196.12
Kailer Yamamoto,EDM,F,2019-20,27,894166,943371.75
Adam Fox,NYR,D,2019-20,70,925000,939675
Jack Hughes,N.J,F,2019-20,61,925000,926383.69
Robert Thomas,STL,F,2019-20,66,894166,916447.25
Quinn Hughes,VAN,D,2019-20,68,916667,915226.88
Filip Chytil,NYR,F,2019-20,60,894166,910322.56
Kirby Dach,CHI,F,2019-20,64,925000,909901
Joel Farabee,PHI,F,2019-20,52,925000,909761.25
Clayton Keller,ARI,F,2019-20,70,885833,908076.69
Jesper Bratt,N.J,F,2019-20,60,749167,907765.12
Alex DeBrincat,CHI,F,2019-20,70,778333,905614.75
Filip Zadina,DET,F,2019-20,28,894167,902973.81
Haydn Fleury,CAR,D,2019-20,45,850000,896693.88
Cale Makar,COL,D,2019-20,57,880833,896373.88
William Carrier,VGK,F,2019-20,71,725000,896272.25
Thomas Chabot,OTT,D,2019-20,71,863333,895050.31
Victor Olofsson,BUF,F,2019-20,54,767500,892847.06
Mathew Barzal,NYI,F,2019-20,68,863333,889593.12
Elias Pettersson,VAN,F,2019-20,68,925000,886803
Kaapo Kakko,NYR,F,2019-20,66,925000,886048.38
Kaapo Kakko,NYR,F,2019-20,66,925000,886048.38
Ross Johnston,NYI,F,2019-20,32,1000000,885783.81
Adam Boqvist,CHI,D,2019-20,41,894167,885649.25
Justin Dowling,DAL,F,2019-20,29,750000,885340.31
Ilya Lyubushkin,ARI,D,2019-20,51,874125,884361.06
Dylan Strome,CHI,F,2019-20,58,863333,883469.12
Jake DeBrusk,BOS,F,2019-20,65,863333,881644.25
Mikhail Sergachev,T.B,D,2019-20,70,894166,881495.31
Morgan Frost,PHI,F,2019-20,20,863333,881292.69
Jesperi Kotkaniemi,MTL,F,2019-20,36,925000,879088.44
Pierre-Luc Dubois,CBJ,F,2019-20,70,894166,879073.69
Nick Suzuki,MTL,F,2019-20,71,863333,878085.88
Miro Heiskanen,DAL,D,2019-20,68,894166,877891.06
Brady Tkachuk,OTT,F,2019-20,71,925000,876778.56
Brady Tkachuk,OTT,F,2019-20,71,925000,876778.56
Casey Mittelstadt,BUF,F,2019-20,31,925000,873807.12
Casey Mittelstadt,BUF,F,2019-20,31,925000,873807.12
Curtis Lazar,BUF,F,2019-20,38,700000,872759.94
Sam Steel,ANA,F,2019-20,65,863333,872596.5
Barrett Hayton,ARI,F,2019-20,20,894167,872561.38
Jesper Boqvist,N.J,F,2019-20,35,925000,868964.06
Jesper Boqvist,N.J,F,2019-20,35,925000,868964.06
Luke Kunin,MIN,F,2019-20,63,925000,867947.25
Alexandre Texier,CBJ,F,2019-20,36,897500,866895.25
Cody Glass,VGK,F,2019-20,39,863333,866790.69
Noah Dobson,NYI,D,2019-20,34,894167,866675.62
Martin Necas,CAR,F,2019-20,64,863333,865385.31
David Gustafsson,WPG,F,2019-20,22,817500,862535.19
Henri Jokiharju,BUF,D,2019-20,69,925000,860797
Henri Jokiharju,BUF,D,2019-20,69,925000,860797
Nicolas Roy,VGK,F,2019-20,28,720000,860357.88
Dominik Kahun,BUF,F,2019-20,56,925000,858755.06
Dominik Kahun,BUF,F,2019-20,56,925000,858755.06
Kevin Stenlund,CBJ,F,2019-20,32,864167,856791.88
Nico Hischier,N.J,F,2019-20,58,925000,855817.06
Dennis Cholowski,DET,D,2019-20,36,894166,854846.81
Rasmus Sandin,TOR,D,2019-20,28,894167,854607.5
Denis Gurianov,DAL,F,2019-20,64,894166,854393.81
Dante Fabbro,NSH,D,2019-20,64,925000,850986.44
Dante Fabbro,NSH,D,2019-20,64,925000,850986.44
Ryan Poehling,MTL,F,2019-20,27,925000,850736.75
Ryan Poehling,MTL,F,2019-20,27,925000,850736.75
Oskar Lindblom,PHI,F,2019-20,30,925000,850679.38
Adam Gaudette,VAN,F,2019-20,59,916667,850290.44
Nicolas Hague,VGK,D,2019-20,38,791667,849174.25
Victor Mete,MTL,D,2019-20,51,748333,848927.62
Andrew Peeke,CBJ,D,2019-20,22,916667,848875.81
Troy Terry,ANA,F,2019-20,48,925000,848606.5
Michael Amadio,L.A,F,2019-20,68,700000,848295.06
Jack Roslovic,WPG,F,2019-20,71,894166,846326.5
Mario Ferraro,S.J,D,2019-20,61,925000,842265.12
Mario Ferraro,S.J,D,2019-20,61,925000,842265.12
Jordan Kyrou,STL,F,2019-20,28,758333,842253.38
Brendan Guhle,ANA,D,2019-20,30,697500,841887.5
Logan Brown,OTT,F,2019-20,23,863333,840130.88
Vince Dunn,STL,D,2019-20,71,722500,839795.56
Samuel Girard,COL,D,2019-20,70,728333,837988.56
Anders Bjork,BOS,F,2019-20,58,925000,836275.12
Filip Hronek,DET,D,2019-20,65,714166,835650.06
Max Jones,ANA,F,2019-20,59,863333,834725
Mitchell Stephens,T.B,F,2019-20,38,833333,834558.75
Brett Howden,NYR,F,2019-20,70,863333,828355.25
Rasmus Andersson,CGY,D,2019-20,70,755833,825798.19
Dylan Gambrell,S.J,F,2019-20,50,700000,824990.19
Roope Hintz,DAL,F,2019-20,60,811667,823899.12
Sonny Milano,ANA,F,2019-20,54,874125,823864.88
Warren Foegele,CAR,F,2019-20,68,746667,823640.19
Jacob Larsson,ANA,D,2019-20,60,894166,822711.94
Tyson Jost,COL,F,2019-20,67,885833,822654.44
Ethan Bear,EDM,D,2019-20,71,720000,822243.25
Oliver Kylington,CGY,D,2019-20,48,730833,820839.06
Philippe Myers,PHI,D,2019-20,50,678889,820527.25
Jansen Harkins,WPG,F,2019-20,29,767500,819474.12
Rasmus Asplund,BUF,F,2019-20,29,845000,818159.31
Ilya Mikheyev,TOR,F,2019-20,39,925000,816355.5
Ilya Mikheyev,TOR,F,2019-20,39,925000,816355.5
Jordan Greenway,MIN,F,2019-20,67,916666,816344.12
Travis Dermott,TOR,D,2019-20,56,863333,813502.38
Givani Smith,DET,F,2019-20,21,714166,813153.25
Mason Appleton,WPG,F,2019-20,46,741667,812940.31
Caleb Jones,EDM,D,2019-20,43,720000,811285.56
Cale Fleury,MTL,D,2019-20,41,771666,808735.81
Mathieu Joseph,T.B,F,2019-20,37,728333,808470.25
Andrew Mangiapane,CGY,F,2019-20,68,715000,806480.44
Yakov Trenin,NSH,F,2019-20,21,730833,805036.5
Jayce Hawryluk,OTT,F,2019-20,26,874125,805029.81
Carter Verhaeghe,T.B,F,2019-20,52,700000,802398.56
Noah Gregor,S.J,F,2019-20,28,768333,802268.25
Dominic Toninato,FLA,F,2019-20,45,775000,801204.38
Connor Bunnaman,PHI,F,2019-20,21,736666,800870.75
Riley Stillman,FLA,D,2019-20,34,773333,800399.69
John Marino,PIT,D,2019-20,56,925000,800349.19
Sean Walker,L.A,D,2019-20,70,745000,799246.44
Matthew Highmore,CHI,F,2019-20,36,775833,797991.19
Dmytro Timashov,DET,F,2019-20,44,694444,795366.81
Joseph Blandisi,PIT,F,2019-20,21,700000,794984.94
Jakob Lilja,CBJ,F,2019-20,37,842500,792893.88
Christian Fischer,ARI,F,2019-20,56,821666,792513.44
Dryden Hunt,FLA,F,2019-20,21,715000,791329.56
Karson Kuhlman,BOS,F,2019-20,25,750000,790387.75
Austin Wagner,L.A,F,2019-20,65,759167,787764.25
Drake Batherson,OTT,F,2019-20,23,736666,786574.44
Jonas Siegenthaler,WSH,D,2019-20,64,714166,784335.12
Stefan Noesen,S.J,F,2019-20,40,700000,784333.38
Ryan Graves,COL,D,2019-20,69,735000,784081.12
Dennis Gilbert,CHI,D,2019-20,21,925000,780681.44
Erik Cernak,T.B,D,2019-20,67,697500,779876.31
Anthony Cirelli,T.B,F,2019-20,68,728333,778108.12
Eric Robinson,CBJ,F,2019-20,50,874125,776230.62
John Hayden,N.J,F,2019-20,43,750000,773808.88
Carson Soucy,MIN,D,2019-20,55,750000,766800.69
Colin Blackwell,NSH,F,2019-20,27,675000,766173.69
Christoffer Ehn,DET,F,2019-20,54,759167,762625.12
Sam Lafferty,PIT,F,2019-20,50,767500,760812.69
Tobias Rieder,CGY,F,2019-20,55,700000,760342.94
Antti Suomela,S.J,F,2019-20,20,700000,757265.06
J.C. Beaudin,OTT,F,2019-20,22,765000,756494.88
Kurtis MacDermid,L.A,D,2019-20,45,675000,753939.75
Patrick Marleau,PIT,F,2019-20,66,700000,750550.81
Andreas Englund,OTT,D,2019-20,24,700000,750231.44
Connor Clifton,BOS,D,2019-20,31,725000,746826
Logan Shaw,WPG,F,2019-20,35,700000,739600.12
Logan Shaw,WPG,F,2019-20,35,700000,739600.12
Phillip Di Giuseppe,NYR,F,2019-20,20,700000,728446.62
Jarred Tinordi,NSH,D,2019-20,28,700000,719874.56
Jarred Tinordi,NSH,D,2019-20,28,700000,719874.56
Ilya Kovalchuk,WSH,F,2019-20,46,700000,714616.12
Ilya Kovalchuk,WSH,F,2019-20,46,700000,714616.12
Taylor Fedun,DAL,D,2019-20,27,737500,714612.12
Aaron Ness,ARI,D,2019-20,24,725000,712417.44
Brendan Leipsic,WSH,F,2019-20,61,700000,710820.25
Andrew Agozzino,ANA,F,2019-20,22,700000,709368.75
Scott Sabourin,OTT,F,2019-20,35,700000,703425.31
Cody Goloubef,DET,D,2019-20,26,800000,702121.56
Anthony Bitetto,WPG,D,2019-20,51,700000,685439.31
Nathan Gerbe,CBJ,F,2019-20,30,675000,682926.81
Gabriel Bourque,WPG,F,2019-20,52,700000,665956.25
Micheal Haley,NYR,F,2019-20,22,700000,650155.44
